3.0	39	1.512586908224758	0.000000000000000	2.818719895685064	0.000000000000000	6.891958370991378	0.000000000000000	71.988847200197938	0.000000000000000	94.885693903598366	0.000000000000000	96.252167120729055	0.000000000000000	95.615983166271278	0.000000000000000	94.468412977850676	0.000000000000000	96.094270832398010	0.000000000000000	94.819972049665182	0.000000000000000	95.900256166235764	0.000000000000000	94.462169610097178	0.000000000000000	95.750370167463544	0.000000000000000	96.670467554748328	0.000000000000000	95.584518041733503	0.000000000000000	95.944575740641682	0.000000000000000	95.814294015975435	0.000000000000000	95.086462388526144	0.000000000000000	95.713979636821477	0.000000000000000	95.814037155942714	0.000000000000000	97.081428010410647	0.000000000000000	96.027659430751001	0.000000000000000	94.787458906897911	0.000000000000000	72.222765908985281	0.000000000000000	7.069231893776206	0.000000000000000	2.746802533838915	0.000000000000000	1.474747274632512
2.5	38	0.000000000000000	1.889667022643684	0.000000000000000	3.964925976206269	0.000000000000000	16.891521167484182	0.000000000000000	92.517189908998134	0.000000000000000	96.166614314237705	0.000000000000000	95.278925734763774	0.000000000000000	95.240906075761401	0.000000000000000	97.233918889348473	0.000000000000000	94.342026414725012	0.000000000000000	96.080273951142544	0.000000000000000	96.577942975386179	0.000000000000000	96.495644583712092	0.000000000000000	94.661506035759345	0.000000000000000	96.068584331949282	0.000000000000000	95.319112302291614	0.000000000000000	93.703934326569282	0.000000000000000	96.250804041469024	0.000000000000000	94.195067910272599	0.000000000000000	97.091711211719186	0.000000000000000	96.715292945836353	0.000000000000000	96.966812206641919	0.000000000000000	96.201520891006908	0.000000000000000	92.353644990640035	0.000000000000000	21.178327038783852	0.000000000000000	4.072139921027435	0.000000000000000	1.912480574709589	0.000000000000000
2.0	37	1.513171734202496	0.000000000000000	2.726368444322055	0.000000000000000	6.917808122273799	0.000000000000000	71.388709690868794	0.000000000000000	93.965221639412036	0.000000000000000	95.047757391413995	0.000000000000000	94.480538612617181	0.000000000000000	95.878940224038885	0.000000000000000	95.701863155161888	0.000000000000000	96.406310959241722	0.000000000000000	95.005613387820105	0.000000000000000	96.147987965409882	0.000000000000000	95.832352738062767	0.000000000000000	95.553259785814774	0.000000000000000	96.956512113545941	0.000000000000000	95.711488208487026	0.000000000000000	95.729034747675669	0.000000000000000	96.038515147961789	0.000000000000000	96.580869785592157	0.000000000000000	96.209647721970214	0.000000000000000	97.133961485637116	0.000000000000000	96.762546671253872	0.000000000000000	94.833014103477751	0.000000000000000	72.060475360096731	0.000000000000000	6.982189234867195	0.000000000000000	2.674554016555730	0.000000000000000	1.437811159539000
1.5	36	0.000000000000000	1.944353813663847	0.000000000000000	4.049381262782793	0.000000000000000	17.452584407035129	0.000000000000000	90.843964173834593	0.000000000000000	94.354927075252661	0.000000000000000	95.595044407177440	0.000000000000000	96.076051205925296	0.000000000000000	95.871490598234544	0.000000000000000	96.527898009601984	0.000000000000000	95.750507612023313	0.000000000000000	96.011509832123366	0.000000000000000	96.113292424195706	0.000000000000000	97.680776707467473	0.000000000000000	96.341516899730408	0.000000000000000	95.931484097706885	0.000000000000000	96.805758652810553	0.000000000000000	95.677561370782442	0.000000000000000	97.161878388397298	0.000000000000000	96.860159132244732	0.000000000000000	96.772070239966354	0.000000000000000	95.229794027475876	0.000000000000000	97.132476913310356	0.000000000000000	93.336731487966063	0.000000000000000	18.229128267069942	0.000000000000000	4.104745194204751	0.000000000000000	1.956922317454944	0.000000000000000
1.0	35	1.526404592804164	0.000000000000000	2.764541809471777	0.000000000000000	7.133206934767340	0.000000000000000	71.904305293186312	0.000000000000000	95.056700776617120	0.000000000000000	95.431843416912585	0.000000000000000	95.438047159098090	0.000000000000000	94.178275545677209	0.000000000000000	94.785099124314826	0.000000000000000	95.800582409112621	0.000000000000000	95.531390098092800	0.000000000000000	95.264299636914956	0.000000000000000	95.692332750310442	0.000000000000000	95.297273431233592	0.000000000000000	95.609954568321484	0.000000000000000	95.282454943231599	0.000000000000000	95.511258729329285	0.000000000000000	95.437581202778915	0.000000000000000	96.269889043461987	0.000000000000000	96.427197491208616	0.000000000000000	97.768057819683023	0.000000000000000	95.034691470286788	0.000000000000000	94.684216602980541	0.000000000000000	71.821327302254630	0.000000000000000	6.728806642061549	0.000000000000000	2.700676626603550	0.000000000000000	1.461320833363897
0.5	34	0.000000000000000	1.917956405653218	0.000000000000000	4.062251644351467	0.000000000000000	17.463923944012027	0.000000000000000	92.580023739914779	0.000000000000000	96.006999501808323	0.000000000000000	95.923972399544994	0.000000000000000	94.445294017396094	0.000000000000000	97.236267680643408	0.000000000000000	94.689103620876537	0.000000000000000	95.681552397683376	0.000000000000000	93.966697702307513	0.000000000000000	95.603412944155892	0.000000000000000	96.235550275445377	0.000000000000000	96.853770686368037	0.000000000000000	97.914518287895248	0.000000000000000	96.832069596768918	0.000000000000000	96.469982861839270	0.000000000000000	94.573647660736356	0.000000000000000	94.335818136768125	0.000000000000000	96.534457408585752	0.000000000000000	97.063738774158324	0.000000000000000	96.532436177965437	0.000000000000000	94.151456789526691	0.000000000000000	19.751516266895710	0.000000000000000	4.171991681268232	0.000000000000000	1.927507915546951	0.000000000000000
0.0	33	1.535618202082925	0.000000000000000	2.750203786636070	0.000000000000000	7.210961715761567	0.000000000000000	72.819568324966454	0.000000000000000	93.895172072647355	0.000000000000000	94.871090948793466	0.000000000000000	95.467092642673691	0.000000000000000	95.003557782865542	0.000000000000000	94.846968028607691	0.000000000000000	95.095642128693413	0.000000000000000	96.143982397062246	0.000000000000000	95.105043152373497	0.000000000000000	95.817164016779671	0.000000000000000	95.155362865177167	0.000000000000000	96.208865886600094	0.000000000000000	96.422354977733079	0.000000000000000	96.145209908753714	0.000000000000000	96.084431098950361	0.000000000000000	96.151732336706630	0.000000000000000	96.750030720063009	0.000000000000000	95.184989608994798	0.000000000000000	96.401057588660919	0.000000000000000	93.845498131324945	0.000000000000000	72.208128439747711	0.000000000000000	6.695191330075510	0.000000000000000	2.581620393046894	0.000000000000000	1.475278139872308
-0.5	32	0.000000000000000	1.869229254912414	0.000000000000000	4.101239183842376	0.000000000000000	17.905421941741231	0.000000000000000	92.606203827732813	0.000000000000000	97.539066402327720	0.000000000000000	95.755710208365201	0.000000000000000	96.125819688533397	0.000000000000000	96.025594582203581	0.000000000000000	95.152482647859841	0.000000000000000	93.837363964249803	0.000000000000000	94.378837098016717	0.000000000000000	95.916897679788860	0.000000000000000	96.906275524246553	0.000000000000000	96.407402703659088	0.000000000000000	100.091513944775755	0.000000000000000	96.273870784354088	0.000000000000000	97.367508478837195	0.000000000000000	94.566290532201336	0.000000000000000	95.348550563213010	0.000000000000000	96.422661256178372	0.000000000000000	93.895380466361999	0.000000000000000	98.463122430649932	0.000000000000000	94.228135544410932	0.000000000000000	18.337501150332496	0.000000000000000	4.170189013231699	0.000000000000000	1.950350051367512	0.000000000000000
-1.0	31	1.507385616139239	0.000000000000000	2.752859261403850	0.000000000000000	6.973396708987813	0.000000000000000	74.894761479738278	0.000000000000000	93.808092618215127	0.000000000000000	93.653911085634491	0.000000000000000	95.737868729952297	0.000000000000000	94.680490800440950	0.000000000000000	96.227948293238725	0.000000000000000	95.492252265238179	0.000000000000000	94.238460084187636	0.000000000000000	94.811497151857722	0.000000000000000	95.893634886191450	0.000000000000000	95.238296519406546	0.000000000000000	95.712150376814677	0.000000000000000	95.491008516649600	0.000000000000000	95.791252355122467	0.000000000000000	94.652106553817276	0.000000000000000	97.052733582556229	0.000000000000000	95.315652842046973	0.000000000000000	96.531439706945790	0.000000000000000	95.272558356854461	0.000000000000000	94.188920648941291	0.000000000000000	70.595377360671151	0.000000000000000	6.473098542760843	0.000000000000000	2.588913455868150	0.000000000000000	1.493880505554163
-1.5	30	0.000000000000000	1.957513024952039	0.000000000000000	4.100270114337221	0.000000000000000	17.957746083918270	0.000000000000000	91.602911320342059	0.000000000000000	95.945971104375303	0.000000000000000	94.686694711034775	0.000000000000000	95.767595696442484	0.000000000000000	95.631660764119815	0.000000000000000	96.869329509817405	0.000000000000000	95.638949211103196	0.000000000000000	94.731075254533152	0.000000000000000	96.705306892486973	0.000000000000000	96.139485096927487	0.000000000000000	95.481197855733612	0.000000000000000	96.288286973232772	0.000000000000000	94.903706906241283	0.000000000000000	97.158970650233314	0.000000000000000	97.363630586630720	0.000000000000000	94.360291023467909	0.000000000000000	97.395850932720919	0.000000000000000	98.305759940396115	0.000000000000000	95.466753729510941	0.000000000000000	94.111821079483150	0.000000000000000	17.616343215724186	0.000000000000000	4.141998959317607	0.000000000000000	1.919919411358890	0.000000000000000
-2.0	29	1.517587333817518	0.000000000000000	2.755166244784956	0.000000000000000	7.147386559594797	0.000000000000000	76.295897606103921	0.000000000000000	93.220938028459685	0.000000000000000	94.721291811059146	0.000000000000000	94.829943103875564	0.000000000000000	96.979764372561149	0.000000000000000	94.653924244895222	0.000000000000000	94.858610155460795	0.000000000000000	95.016817942938232	0.000000000000000	95.886773770633638	0.000000000000000	95.710685438326067	0.000000000000000	95.251198843849735	0.000000000000000	95.470693954195426	0.000000000000000	95.189135851211375	0.000000000000000	95.727456175533248	0.000000000000000	96.116299309058917	0.000000000000000	95.585762092594820	0.000000000000000	95.879579505309735	0.000000000000000	97.401269256187277	0.000000000000000	96.431568845750746	0.000000000000000	96.035420340753546	0.000000000000000	70.496070925276555	0.000000000000000	6.673930592165400	0.000000000000000	2.579315278095216	0.000000000000000	1.467028041072101
-2.5	28	0.000000000000000	2.001598773909833	0.000000000000000	4.115857118475164	0.000000000000000	19.096508826785776	0.000000000000000	94.601097411620302	0.000000000000000	94.716641603293567	0.000000000000000	96.335808910268497	0.000000000000000	97.133725334867052	0.000000000000000	94.923132363628923	0.000000000000000	95.084883772011295	0.000000000000000	97.915010898855414	0.000000000000000	95.273471714642653	0.000000000000000	94.288336603771242	0.000000000000000	96.663764508614150	0.000000000000000	95.482891856166077	0.000000000000000	95.712990671501700	0.000000000000000	95.962176152003238	0.000000000000000	96.328044919671257	0.000000000000000	95.996773702631401	0.000000000000000	93.729648084263431	0.000000000000000	96.823129912859343	0.000000000000000	97.674719283676353	0.000000000000000	95.889202961802681	0.000000000000000	93.847623781354102	0.000000000000000	17.839780635728410	0.000000000000000	4.079695635759214	0.000000000000000	1.886035133635876	0.000000000000000
-3.0	27	1.469742707453248	0.000000000000000	2.732805853680483	0.000000000000000	7.333595114381475	0.000000000000000	76.935451810730044	0.000000000000000	94.079284344309841	0.000000000000000	95.370170753337689	0.000000000000000	95.836155964505053	0.000000000000000	95.011033987961113	0.000000000000000	94.897236165764781	0.000000000000000	95.542835157055535	0.000000000000000	95.373476821169746	0.000000000000000	94.910809767008956	0.000000000000000	95.887687731673722	0.000000000000000	94.659745216963657	0.000000000000000	95.899984836687452	0.000000000000000	95.996399756794986	0.000000000000000	95.515580493897914	0.000000000000000	95.535512571311898	0.000000000000000	95.333031045369452	0.000000000000000	96.746575959075173	0.000000000000000	97.657470674714816	0.000000000000000	96.340971019358491	0.000000000000000	95.841983437139902	0.000000000000000	69.572766259287420	0.000000000000000	7.018797804644382	0.000000000000000	2.574869405702659	0.000000000000000	1.451622520502728
-3.5	26	0.000000000000000	1.905873923468676	0.000000000000000	4.160273710315837	0.000000000000000	18.881556048280778	0.000000000000000	94.502966564359156	0.000000000000000	95.070937175126616	0.000000000000000	96.573506707165222	0.000000000000000	95.600173810700909	0.000000000000000	96.229761932085125	0.000000000000000	96.982884301780501	0.000000000000000	97.097226313217860	0.000000000000000	94.138667501469712	0.000000000000000	97.462748442878876	0.000000000000000	94.396726057884521	0.000000000000000	96.180299931717926	0.000000000000000	95.479446024714264	0.000000000000000	96.042030778700237	0.000000000000000	95.096891347006348	0.000000000000000	95.430990491732373	0.000000000000000	96.663820812506202	0.000000000000000	97.585590501569712	0.000000000000000	96.889798466459965	0.000000000000000	96.521647938821957	0.000000000000000	93.254035476605424	0.000000000000000	16.639357718004927	0.000000000000000	3.863833594859515	0.000000000000000	1.917673057510764	0.000000000000000
-4.0	25	1.514274516114217	0.000000000000000	2.856878105774211	0.000000000000000	7.209008079033103	0.000000000000000	76.038275735729627	0.000000000000000	93.795033781570368	0.000000000000000	95.073551194826962	0.000000000000000	94.966744877968907	0.000000000000000	94.743183864784385	0.000000000000000	95.965108333455149	0.000000000000000	96.050391701365214	0.000000000000000	95.546599647720981	0.000000000000000	95.340039895431644	0.000000000000000	94.818183273544150	0.000000000000000	95.819501679701119	0.000000000000000	94.859473492770704	0.000000000000000	95.025628318002504	0.000000000000000	95.335701139271507	0.000000000000000	95.554272436536621	0.000000000000000	94.907080423824723	0.000000000000000	95.770447222920808	0.000000000000000	96.192678212982173	0.000000000000000	96.451227246659627	0.000000000000000	95.051689107095257	0.000000000000000	69.030729110751622	0.000000000000000	6.183371995460821	0.000000000000000	2.657402550906137	0.000000000000000	1.480965594598151
-4.5	24	0.000000000000000	1.891312559302333	0.000000000000000	3.987877535059387	0.000000000000000	19.758136579543141	0.000000000000000	93.078188079933355	0.000000000000000	93.847870062325370	0.000000000000000	94.682214327995510	0.000000000000000	93.725733959751722	0.000000000000000	95.469456327060911	0.000000000000000	97.442919550395956	0.000000000000000	95.388444851444305	0.000000000000000	96.509718604303032	0.000000000000000	95.718521286971026	0.000000000000000	96.496755648318882	0.000000000000000	95.864451828615969	0.000000000000000	97.624890888991686	0.000000000000000	94.740669875366152	0.000000000000000	95.706443182298642	0.000000000000000	95.636738440421936	0.000000000000000	95.099589866675700	0.000000000000000	97.274321778304127	0.000000000000000	98.209045077878002	0.000000000000000	97.514212588783877	0.000000000000000	92.781663362498890	0.000000000000000	16.993789017647860	0.000000000000000	3.918072041873375	0.000000000000000	1.878167547442125	0.000000000000000
-5.0	23	1.515328871631330	0.000000000000000	2.767242817198226	0.000000000000000	7.268350882500357	0.000000000000000	76.643251804235263	0.000000000000000	94.618856725205760	0.000000000000000	94.776839590057605	0.000000000000000	93.372281447398635	0.000000000000000	94.150447085439524	0.000000000000000	95.419606652011993	0.000000000000000	94.610140283569280	0.000000000000000	96.028070305751484	0.000000000000000	94.609247800520464	0.000000000000000	94.775179852540347	0.000000000000000	96.602464140800947	0.000000000000000	94.372002565187685	0.000000000000000	95.762352128042735	0.000000000000000	94.791976493352479	0.000000000000000	95.979234696354524	0.000000000000000	94.494150897052265	0.000000000000000	96.012518548584552	0.000000000000000	95.874562024141952	0.000000000000000	95.830085506005986	0.000000000000000	94.203722563785973	0.000000000000000	68.341507085556543	0.000000000000000	6.379825352972516	0.000000000000000	2.668277652851458	0.000000000000000	1.431020725933248
-5.5	22	0.000000000000000	1.917961470571856	0.000000000000000	4.182055636201467	0.000000000000000	20.095526620492034	0.000000000000000	93.130246156073994	0.000000000000000	95.106185138600651	0.000000000000000	94.547768700449197	0.000000000000000	95.585112651307426	0.000000000000000	98.553064607485652	0.000000000000000	96.402641984249286	0.000000000000000	94.237986846915092	0.000000000000000	94.783965574541057	0.000000000000000	95.540246331042539	0.000000000000000	94.905161130595872	0.000000000000000	94.893172990221032	0.000000000000000	96.862642871894607	0.000000000000000	96.980831171683562	0.000000000000000	95.668562577933656	0.000000000000000	95.838490937484409	0.000000000000000	96.246801639865723	0.000000000000000	97.197976174324324	0.000000000000000	98.025124588316757	0.000000000000000	96.286974459095788	0.000000000000000	91.409872142224870	0.000000000000000	16.781291244232552	0.000000000000000	3.998813037189068	0.000000000000000	1.931861471011044	0.000000000000000
-6.0	21	1.456464873166143	0.000000000000000	2.761279947263965	0.000000000000000	7.295557776112041	0.000000000000000	76.252116375456268	0.000000000000000	92.351111721193035	0.000000000000000	93.798709350076891	0.000000000000000	94.911769936537880	0.000000000000000	94.758228689660626	0.000000000000000	94.423661145107047	0.000000000000000	95.334506297691291	0.000000000000000	95.839870638965252	0.000000000000000	95.205302169284892	0.000000000000000	96.272229682699106	0.000000000000000	95.121159472672744	0.000000000000000	94.682273198781189	0.000000000000000	95.354666880901945	0.000000000000000	96.547017087735171	0.000000000000000	94.877215659574759	0.000000000000000	94.604568163025874	0.000000000000000	96.598997473909293	0.000000000000000	95.920570121165568	0.000000000000000	94.713328424313090	0.000000000000000	95.055454199589263	0.000000000000000	65.820402337740191	0.000000000000000	6.414172192132662	0.000000000000000	2.571667842048909	0.000000000000000	1.359175603386607
-6.5	20	0.000000000000000	1.843367699979982	0.000000000000000	4.147084810585058	0.000000000000000	19.696217799831267	0.000000000000000	91.492559627493165	0.000000000000000	91.966102829426617	0.000000000000000	96.272711025607805	0.000000000000000	96.645276670726020	0.000000000000000	95.044235549841261	0.000000000000000	98.912741123396145	0.000000000000000	97.373718260463818	0.000000000000000	95.254732843130000	0.000000000000000	94.971780781529745	0.000000000000000	97.280193569136827	0.000000000000000	95.204035352083594	0.000000000000000	95.079434467682191	0.000000000000000	95.691279327046786	0.000000000000000	97.517295455029100	0.000000000000000	95.735330678855675	0.000000000000000	95.769021759688044	0.000000000000000	97.035377365677661	0.000000000000000	98.112301703611905	0.000000000000000	94.452917516092242	0.000000000000000	94.382223109142203	0.000000000000000	16.062434340995654	0.000000000000000	3.856553740883046	0.000000000000000	1.805016147136471	0.000000000000000
-7.0	19	1.455195931300375	0.000000000000000	2.732691556159417	0.000000000000000	7.283151580140896	0.000000000000000	75.125387121619880	0.000000000000000	92.711735097516396	0.000000000000000	94.057986938036791	0.000000000000000	95.076454041847583	0.000000000000000	95.822978146671161	0.000000000000000	95.696398936331576	0.000000000000000	94.354661930474194	0.000000000000000	95.015989935172342	0.000000000000000	94.834642331271681	0.000000000000000	96.210225892056130	0.000000000000000	95.453892240752722	0.000000000000000	95.585835943260193	0.000000000000000	94.302467719090956	0.000000000000000	95.114153521651943	0.000000000000000	95.542350154435994	0.000000000000000	94.907104834138408	0.000000000000000	95.790773549689192	0.000000000000000	95.351323008900920	0.000000000000000	94.743418169364062	0.000000000000000	93.614349293163144	0.000000000000000	65.879229843633780	0.000000000000000	6.104546488249141	0.000000000000000	2.453488926847594	0.000000000000000	1.372944760405849
-7.5	18	0.000000000000000	1.803977821751038	0.000000000000000	3.933431785251201	0.000000000000000	20.051912621127091	0.000000000000000	88.419404810662201	0.000000000000000	90.512357708706631	0.000000000000000	93.660475490152521	0.000000000000000	94.283218328685635	0.000000000000000	93.828523011869891	0.000000000000000	94.889104541819492	0.000000000000000	92.990928775482629	0.000000000000000	95.515029429981695	0.000000000000000	97.438470339591163	0.000000000000000	95.427867088538477	0.000000000000000	96.653849264039650	0.000000000000000	94.746331882833729	0.000000000000000	95.920617851306517	0.000000000000000	95.749143049265342	0.000000000000000	94.622155252684507	0.000000000000000	95.990067979649311	0.000000000000000	95.213351128721555	0.000000000000000	95.949221165870952	0.000000000000000	94.558577670888269	0.000000000000000	91.540540656458504	0.000000000000000	15.088632296737892	0.000000000000000	3.574360976831056	0.000000000000000	1.691771589165863	0.000000000000000
-8.0	17	1.348808697637724	0.000000000000000	2.647945528293868	0.000000000000000	7.078693498252795	0.000000000000000	76.186494032854014	0.000000000000000	91.020767948210576	0.000000000000000	92.979314811193120	0.000000000000000	94.935514306568663	0.000000000000000	93.200744719538818	0.000000000000000	94.423402609926455	0.000000000000000	93.869189232081069	0.000000000000000	94.430011969057503	0.000000000000000	94.934850380795055	0.000000000000000	93.899174880235364	0.000000000000000	92.450469891279354	0.000000000000000	94.280318350107848	0.000000000000000	93.654945615058764	0.000000000000000	93.901851837676887	0.000000000000000	94.841835340089872	0.000000000000000	94.173913564035928	0.000000000000000	95.303245254037236	0.000000000000000	95.054376668879911	0.000000000000000	93.636553065692866	0.000000000000000	92.586793593765364	0.000000000000000	62.045323672685328	0.000000000000000	6.073857297925485	0.000000000000000	2.329309690757239	0.000000000000000	1.292651679290126
-8.5	16	0.000000000000000	1.644283712601814	0.000000000000000	3.790357074517260	0.000000000000000	18.881957047377266	0.000000000000000	87.700697996348680	0.000000000000000	92.035483494120413	0.000000000000000	93.772127871423081	0.000000000000000	93.194099784216405	0.000000000000000	96.410249534797472	0.000000000000000	95.493523730670745	0.000000000000000	92.691248088703205	0.000000000000000	93.318817791146486	0.000000000000000	93.658409979906097	0.000000000000000	92.815440812718563	0.000000000000000	93.640954201996180	0.000000000000000	96.419450539164998	0.000000000000000	92.893542866629303	0.000000000000000	95.157968748847608	0.000000000000000	96.154130816455734	0.000000000000000	92.835885822578476	0.000000000000000	95.974362271617053	0.000000000000000	95.232759907246660	0.000000000000000	94.560338088473330	0.000000000000000	91.065703894782530	0.000000000000000	15.078470618428886	0.000000000000000	3.486705885343956	0.000000000000000	1.641917960889906	0.000000000000000
-9.0	15	1.175929823232710	0.000000000000000	2.196262932265550	0.000000000000000	6.022035300489858	0.000000000000000	72.910300103856116	0.000000000000000	89.659955612244119	0.000000000000000	90.382238072478273	0.000000000000000	91.316220162175057	0.000000000000000	90.976650085654470	0.000000000000000	92.111842370346636	0.000000000000000	93.234597085711670	0.000000000000000	92.674769240183110	0.000000000000000	92.179584521806873	0.000000000000000	92.632301048663990	0.000000000000000	93.384008788735485	0.000000000000000	92.771356177886688	0.000000000000000	93.936610827904232	0.000000000000000	92.467903178807290	0.000000000000000	92.732025895514298	0.000000000000000	92.898154871762117	0.000000000000000	93.556450526746005	0.000000000000000	93.843420799084640	0.000000000000000	92.693127622877853	0.000000000000000	90.323409163343101	0.000000000000000	58.782960428640216	0.000000000000000	5.015832340881119	0.000000000000000	2.036484975773906	0.000000000000000	1.129148669161144
-9.5	14	0.000000000000000	1.355877388816028	0.000000000000000	2.878029962669792	0.000000000000000	12.195484311016356	0.000000000000000	80.655750753396859	0.000000000000000	88.316412792205099	0.000000000000000	89.915180743936077	0.000000000000000	88.082541385732355	0.000000000000000	90.551842526383027	0.000000000000000	88.680410348815045	0.000000000000000	89.527400586338359	0.000000000000000	92.567008854611828	0.000000000000000	88.623179069309174	0.000000000000000	90.154494344676422	0.000000000000000	90.964204702637090	0.000000000000000	92.585555603984247	0.000000000000000	91.180922567749207	0.000000000000000	93.096802845606604	0.000000000000000	91.831380117799341	0.000000000000000	91.864840114258399	0.000000000000000	91.179946509448030	0.000000000000000	93.014229719886345	0.000000000000000	90.211426825895614	0.000000000000000	79.606764696944040	0.000000000000000	9.521040097350140	0.000000000000000	2.756239676599314	0.000000000000000	1.323938384875578	0.000000000000000
-10.0	13	0.000000000000000	0.000000000000000	1.649247354036603	0.000000000000000	3.682471028238080	0.000000000000000	16.788982327187636	0.000000000000000	59.238568091462547	0.000000000000000	63.983112598175701	0.000000000000000	61.673345892524274	0.000000000000000	64.318335147242593	0.000000000000000	65.305093491747172	0.000000000000000	65.786070196825833	0.000000000000000	66.038692707641246	0.000000000000000	66.140701933492139	0.000000000000000	67.293432456218568	0.000000000000000	67.611163550261480	0.000000000000000	66.890090405762720	0.000000000000000	67.426107636081070	0.000000000000000	69.279260406306705	0.000000000000000	68.737698649945557	0.000000000000000	70.244545242277098	0.000000000000000	69.998348719668812	0.000000000000000	71.551371597458981	0.000000000000000	70.846097022406482	0.000000000000000	67.700000175062740	0.000000000000000	13.946832136544133	0.000000000000000	3.404237038677222	0.000000000000000	1.545164587490542	0.000000000000000	0.000000000000000
-10.5	12	0.000000000000000	0.000000000000000	0.000000000000000	1.804436190567164	0.000000000000000	3.797076228406520	0.000000000000000	9.786228464988861	0.000000000000000	13.572150834698725	0.000000000000000	14.651437214202302	0.000000000000000	14.536071315182543	0.000000000000000	14.622002707383665	0.000000000000000	15.078107855682777	0.000000000000000	15.358991058706367	0.000000000000000	15.028683841440529	0.000000000000000	15.556589458317166	0.000000000000000	15.241375382718079	0.000000000000000	16.061075735585526	0.000000000000000	16.267500288887337	0.000000000000000	16.964659837619902	0.000000000000000	16.420645703476918	0.000000000000000	16.805590622709175	0.000000000000000	17.434680407375414	0.000000000000000	17.687134237448610	0.000000000000000	18.993394664620443	0.000000000000000	16.547494835484308	0.000000000000000	9.931711300248489	0.000000000000000	3.641435232687423	0.000000000000000	1.721452655729460	0.000000000000000	0.000000000000000	0.000000000000000
-11.0	11	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.883575739612973	0.000000000000000	3.216184362486939	0.000000000000000	4.837424831852410	0.000000000000000	5.502370643210711	0.000000000000000	5.839242113272791	0.000000000000000	5.873291556537860	0.000000000000000	5.918367260139681	0.000000000000000	5.941718642190418	0.000000000000000	6.050284206606720	0.000000000000000	5.982432220516778	0.000000000000000	5.871747112385767	0.000000000000000	5.918825574811197	0.000000000000000	5.949975414912656	0.000000000000000	6.284182586056644	0.000000000000000	6.234913864055289	0.000000000000000	6.209162658336291	0.000000000000000	6.248953438778041	0.000000000000000	6.377854466194488	0.000000000000000	6.465374696281285	0.000000000000000	5.995379834813134	0.000000000000000	5.421639923319050	0.000000000000000	3.275157574747846	0.000000000000000	1.829724582439666	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-11.5	10	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.724625519834061	0.000000000000000	2.529210653633056	0.000000000000000	3.164461166905252	0.000000000000000	3.415688702633429	0.000000000000000	3.637593348013622	0.000000000000000	3.544166406482197	0.000000000000000	3.605600471888640	0.000000000000000	3.521690439949113	0.000000000000000	3.657433060695045	0.000000000000000	3.746459921186172	0.000000000000000	3.776824135924029	0.000000000000000	3.726393878711735	0.000000000000000	3.744080518982933	0.000000000000000	3.706497824800849	0.000000000000000	3.792692348786865	0.000000000000000	3.752397721652517	0.000000000000000	3.804278235271171	0.000000000000000	3.877108649727614	0.000000000000000	3.741502308611659	0.000000000000000	3.334389764102233	0.000000000000000	2.563955758358155	0.000000000000000	1.651678244777300	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.0	9	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.490577400341044	0.000000000000000	1.909484807479757	0.000000000000000	2.245667872451870	0.000000000000000	2.375426878070459	0.000000000000000	2.387420887828000	0.000000000000000	2.405673982526864	0.000000000000000	2.459275627659685	0.000000000000000	2.422704919788618	0.000000000000000	2.337793845689766	0.000000000000000	2.393275231828325	0.000000000000000	2.455871141863692	0.000000000000000	2.429952754758495	0.000000000000000	2.457277055947750	0.000000000000000	2.514251282035773	0.000000000000000	2.557566628101287	0.000000000000000	2.479132607392651	0.000000000000000	2.503909140368957	0.000000000000000	2.478141644980648	0.000000000000000	2.280302766525496	0.000000000000000	2.028835943635885	0.000000000000000	1.529601876784296	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
-12.5	8	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.271468106037287	0.000000000000000	1.556195983582315	0.000000000000000	1.697983427844932	0.000000000000000	1.724394177404753	0.000000000000000	1.760780027875108	0.000000000000000	1.768997649396239	0.000000000000000	1.796741402993231	0.000000000000000	1.806950626883906	0.000000000000000	1.786566180958650	0.000000000000000	1.786369941422596	0.000000000000000	1.778362807258608	0.000000000000000	1.806764745662399	0.000000000000000	1.851777857277915	0.000000000000000	1.843404560935812	0.000000000000000	1.823982599464148	0.000000000000000	1.841548774783964	0.000000000000000	1.809823837457405	0.000000000000000	1.738572907958862	0.000000000000000	1.568780021373599	0.000000000000000	1.328230953392885	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
