11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.573209345732093	0.000000000000000	2.658300836583008	0.000000000000000	2.589307735893077	0.000000000000000	2.548611805486118	0.000000000000000	2.580208645802086	0.000000000000000	2.686098056860981	0.000000000000000	2.635136486351365	0.000000000000000	2.338432823384328	0.000000000000000	2.330333633303336	0.000000000000000	2.892844048928441	0.000000000000000	1.955671099556711	0.000000000000000	1.643835616438356	0.000000000000000	2.593807285938073	0.000000000000000	2.393660633936606	0.000000000000000	3.209145752091457	0.000000000000000	2.839682698396827	0.000000000000000	2.446122054461220	0.000000000000000	2.416191714161917	0.000000000000000	2.635336466353364	0.000000000000000	2.704162917041629	0.000000000000000	2.167149951671500	0.000000000000000	2.869813018698130	0.000000000000000	2.922541079225411	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	2.102023131020232	0.000000000000000	2.350431623504316	0.000000000000000	2.775655767756558	0.000000000000000	2.255307802553078	0.000000000000000	1.948271839482718	0.000000000000000	2.393527313935273	0.000000000000000	2.550944905509449	0.000000000000000	3.485884744858847	0.000000000000000	2.670566276705663	0.000000000000000	2.169016431690164	0.000000000000000	3.587874545878746	0.000000000000000	2.195880411958804	0.000000000000000	3.111622171116222	0.000000000000000	1.602106456021064	0.000000000000000	2.834883178348832	0.000000000000000	3.165383461653835	0.000000000000000	2.600073326000733	0.000000000000000	2.697830216978302	0.000000000000000	1.873979268739793	0.000000000000000	2.142585741425858	0.000000000000000	1.734493217344932	0.000000000000000	2.511715495117155	0.000000000000000	2.253108022531080	0.000000000000000	2.467053294670533	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	1.745692097456921	0.000000000000000	3.404592874045929	0.000000000000000	2.706596007065960	0.000000000000000	2.172182781721828	0.000000000000000	2.596307035963070	0.000000000000000	3.274772522747725	0.000000000000000	2.417158284171583	0.000000000000000	2.980868579808686	0.000000000000000	2.633803286338033	0.000000000000000	2.216411692164117	0.000000000000000	3.685431456854315	0.000000000000000	2.849315068493151	0.000000000000000	2.729493717294937	0.000000000000000	2.667966536679665	0.000000000000000	3.462920374629204	0.000000000000000	2.351064893510649	0.000000000000000	2.377328933773289	0.000000000000000	2.620104656201046	0.000000000000000	2.553078025530780	0.000000000000000	2.289337732893377	0.000000000000000	2.443488984434890	0.000000000000000	3.070226310702263	0.000000000000000	2.050794920507949	0.000000000000000	2.485751424857514	0.000000000000000	2.139919341399193	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	2.343865613438656	0.000000000000000	2.303702963037030	0.000000000000000	2.711095557110955	0.000000000000000	2.743992267439923	0.000000000000000	2.201446522014465	0.000000000000000	3.034863180348632	0.000000000000000	3.529080425290804	0.000000000000000	2.787554577875546	0.000000000000000	2.724594207245942	0.000000000000000	2.489117754891177	0.000000000000000	2.922607739226077	0.000000000000000	2.649901676499017	0.000000000000000	3.106289371062894	0.000000000000000	3.060193980601940	0.000000000000000	1.865480118654801	0.000000000000000	2.303736293037363	0.000000000000000	2.356930973569310	0.000000000000000	2.191047561910476	0.000000000000000	2.518481485184815	0.000000000000000	1.991000899910009	0.000000000000000	1.614905176149052	0.000000000000000	2.497450254974503	0.000000000000000	1.993600639936006	0.000000000000000	1.666999966670000	0.000000000000000	2.525114155251142	0.000000000000000	2.291570842915708	0.000000000000000
9.0	51	2.777255607772556	0.000000000000000	2.713761957137620	0.000000000000000	2.250241642502417	0.000000000000000	2.655201146552011	0.000000000000000	2.782555077825551	0.000000000000000	1.687631236876312	0.000000000000000	2.022064460220645	0.000000000000000	2.700629937006299	0.000000000000000	2.299470052994701	0.000000000000000	2.699230076992301	0.000000000000000	3.454654534546545	0.000000000000000	3.136253041362530	0.000000000000000	2.548545145485452	0.000000000000000	2.344765523447655	0.000000000000000	2.645568776455688	0.000000000000000	2.178815451788155	0.000000000000000	1.558477485584775	0.000000000000000	2.263240342632403	0.000000000000000	2.194547211945472	0.000000000000000	1.716395027163950	0.000000000000000	1.652701396527014	0.000000000000000	2.994933839949339	0.000000000000000	2.257140952571409	0.000000000000000	1.803286338032863	0.000000000000000	2.690930906909309	0.000000000000000	2.045462120454621	0.000000000000000	2.244342232443422
8.5	50	0.000000000000000	2.219844682198447	0.000000000000000	2.318134853181348	0.000000000000000	2.751058227510582	0.000000000000000	3.044528880445289	0.000000000000000	2.776355697763557	0.000000000000000	3.177548911775489	0.000000000000000	2.215145152151452	0.000000000000000	2.096523680965237	0.000000000000000	2.949405059494051	0.000000000000000	2.285171482851715	0.000000000000000	2.688364496883645	0.000000000000000	2.023097690230977	0.000000000000000	3.398926773989268	0.000000000000000	2.537746225377462	0.000000000000000	3.874779188747792	0.000000000000000	2.330200313302003	0.000000000000000	2.803619638036196	0.000000000000000	3.419991334199914	0.000000000000000	2.654301236543013	0.000000000000000	2.214411892144119	0.000000000000000	1.930540279305403	0.000000000000000	2.609172416091724	0.000000000000000	1.977702229777022	0.000000000000000	2.226110722261107	0.000000000000000	2.346265373462654	0.000000000000000	2.729927007299270	0.000000000000000
8.0	49	2.566010065660101	0.000000000000000	2.276139052761391	0.000000000000000	2.485384794853848	0.000000000000000	1.879645368796454	0.000000000000000	2.244108922441089	0.000000000000000	2.228877112288771	0.000000000000000	3.201479852014799	0.000000000000000	3.545278805452788	0.000000000000000	1.713895277138953	0.000000000000000	2.135253141352532	0.000000000000000	3.284504882845049	0.000000000000000	2.660033996600340	0.000000000000000	2.808919108089191	0.000000000000000	3.980568609805686	0.000000000000000	2.378662133786621	0.000000000000000	2.827783888277839	0.000000000000000	1.890444288904443	0.000000000000000	2.254974502549745	0.000000000000000	2.257240942572409	0.000000000000000	2.437889544378895	0.000000000000000	2.607739226077392	0.000000000000000	3.249541712495417	0.000000000000000	2.561677165616772	0.000000000000000	2.932806719328067	0.000000000000000	2.897376928973769	0.000000000000000	2.623304336233043	0.000000000000000	2.719694697196947
7.5	48	0.000000000000000	2.474119254741193	0.000000000000000	1.949071759490718	0.000000000000000	2.506049395060494	0.000000000000000	2.690030996900310	0.000000000000000	2.049295070492951	0.000000000000000	2.985568109855681	0.000000000000000	2.037462920374629	0.000000000000000	2.365796753657968	0.000000000000000	3.847148618471486	0.000000000000000	2.532913375329134	0.000000000000000	2.315901743159018	0.000000000000000	2.808619138086192	0.000000000000000	2.853981268539813	0.000000000000000	2.238576142385762	0.000000000000000	2.851681498516815	0.000000000000000	2.698730126987301	0.000000000000000	2.840715928407159	0.000000000000000	2.868946438689465	0.000000000000000	2.354497883544979	0.000000000000000	2.945038829450388	0.000000000000000	2.129220411292204	0.000000000000000	1.431356864313569	0.000000000000000	2.429290404292904	0.000000000000000	2.462687064626871	0.000000000000000	2.503782955037829	0.000000000000000	2.197080291970803	0.000000000000000
7.0	47	2.371929473719295	0.000000000000000	3.329867013298670	0.000000000000000	1.665400126654001	0.000000000000000	2.704762857047629	0.000000000000000	2.098656800986568	0.000000000000000	2.230310302303103	0.000000000000000	1.935773089357731	0.000000000000000	2.241375862413759	0.000000000000000	3.173715961737160	0.000000000000000	2.696130386961304	0.000000000000000	2.460220644602206	0.000000000000000	3.461820484618205	0.000000000000000	2.838849448388495	0.000000000000000	3.548178515481785	0.000000000000000	2.837782888377829	0.000000000000000	1.931240209312402	0.000000000000000	2.875112488751125	0.000000000000000	3.452554744525548	0.000000000000000	3.307902543079026	0.000000000000000	2.782221777822218	0.000000000000000	3.189181081891811	0.000000000000000	2.265606772656068	0.000000000000000	2.845448788454488	0.000000000000000	2.437389594373896	0.000000000000000	2.908109189081092	0.000000000000000	2.541079225410792	0.000000000000000	2.278838782788388
6.5	46	0.000000000000000	3.030030330300303	0.000000000000000	3.555877745558778	0.000000000000000	2.191447521914475	0.000000000000000	2.192380761923808	0.000000000000000	2.486084724860847	0.000000000000000	2.838282838382828	0.000000000000000	2.657600906576009	0.000000000000000	1.660433956604340	0.000000000000000	2.591107555911075	0.000000000000000	2.175249141752492	0.000000000000000	2.648568476485685	0.000000000000000	2.536846315368463	0.000000000000000	2.098390160983902	0.000000000000000	2.088357830883578	0.000000000000000	2.862480418624804	0.000000000000000	2.778022197780222	0.000000000000000	2.027797220277972	0.000000000000000	3.009599040095990	0.000000000000000	2.213145352131454	0.000000000000000	1.972336099723361	0.000000000000000	2.814251908142519	0.000000000000000	1.997866879978669	0.000000000000000	2.332633403326334	0.000000000000000	2.842715728427157	0.000000000000000	2.132920041329200	0.000000000000000	2.458954104589541	0.000000000000000
6.0	45	3.704796187047962	0.000000000000000	2.996567009965670	0.000000000000000	2.373995933739959	0.000000000000000	3.300136653001366	0.000000000000000	3.570409625704096	0.000000000000000	2.896177048961770	0.000000000000000	2.487517914875179	0.000000000000000	3.180215311802153	0.000000000000000	2.658567476585675	0.000000000000000	2.924807519248075	0.000000000000000	2.698630136986301	0.000000000000000	2.094090590940906	0.000000000000000	2.747791887477919	0.000000000000000	2.133919941339200	0.000000000000000	2.193014031930140	0.000000000000000	2.803219678032197	0.000000000000000	2.456254374562544	0.000000000000000	2.178448821784488	0.000000000000000	2.056494350564944	0.000000000000000	2.516315035163150	0.000000000000000	2.666033396660334	0.000000000000000	1.581041895810419	0.000000000000000	2.553311335533113	0.000000000000000	2.904076259040762	0.000000000000000	2.364996833649968	0.000000000000000	3.901076559010765	0.000000000000000	2.564676865646768
5.5	44	0.000000000000000	1.789587707895877	0.000000000000000	2.007199280071993	0.000000000000000	2.400559944005599	0.000000000000000	2.586108055861081	0.000000000000000	3.165250141652502	0.000000000000000	2.398960103989601	0.000000000000000	1.656900976569010	0.000000000000000	3.082358430823585	0.000000000000000	3.566709995667100	0.000000000000000	2.454787854547879	0.000000000000000	3.209145752091457	0.000000000000000	3.022264440222644	0.000000000000000	1.859414058594141	0.000000000000000	2.505082825050828	0.000000000000000	1.803719628037196	0.000000000000000	3.504382895043829	0.000000000000000	2.150151651501516	0.000000000000000	2.685764756857647	0.000000000000000	2.460820584608206	0.000000000000000	1.844282238442822	0.000000000000000	2.591707495917075	0.000000000000000	1.982068459820685	0.000000000000000	2.888411158884112	0.000000000000000	3.033963270339633	0.000000000000000	2.231843482318435	0.000000000000000	3.549245075492451	0.000000000000000
5.0	43	3.877778888777789	0.000000000000000	2.650034996500350	0.000000000000000	2.111622171116222	0.000000000000000	2.310168983101690	0.000000000000000	2.312668733126687	0.000000000000000	2.392294103922941	0.000000000000000	2.285438122854381	0.000000000000000	2.175015831750158	0.000000000000000	2.160183981601840	0.000000000000000	2.918474819184748	0.000000000000000	2.017231610172316	0.000000000000000	3.714061927140619	0.000000000000000	2.631403526314035	0.000000000000000	2.716095057160951	0.000000000000000	2.075492450754925	0.000000000000000	3.728127187281272	0.000000000000000	2.348065193480652	0.000000000000000	2.562943705629437	0.000000000000000	2.362663733626637	0.000000000000000	2.329167083291671	0.000000000000000	2.049595040495950	0.000000000000000	2.219344732193447	0.000000000000000	1.665100156651002	0.000000000000000	2.376429023764290	0.000000000000000	2.491517514915175	0.000000000000000	3.392727393927274	0.000000000000000	2.894443888944439
4.5	42	0.000000000000000	2.476385694763857	0.000000000000000	3.372562743725628	0.000000000000000	3.277072292770723	0.000000000000000	2.152518081525181	0.000000000000000	2.445655434456554	0.000000000000000	2.770922907709229	0.000000000000000	2.401326534013265	0.000000000000000	2.418424824184248	0.000000000000000	2.655301136553011	0.000000000000000	1.815551778155518	0.000000000000000	2.527113955271139	0.000000000000000	2.984534879845349	0.000000000000000	2.533046695330467	0.000000000000000	2.462487084624871	0.000000000000000	2.094123920941239	0.000000000000000	2.013265340132653	0.000000000000000	3.729660367296604	0.000000000000000	3.475285804752858	0.000000000000000	3.001199880011999	0.000000000000000	2.934173249341733	0.000000000000000	2.161483851614839	0.000000000000000	2.495883744958837	0.000000000000000	3.043262340432623	0.000000000000000	2.661967136619671	0.000000000000000	2.645802086458021	0.000000000000000	3.056627670566276	0.000000000000000
4.0	41	2.495050494950505	0.000000000000000	1.941705829417058	0.000000000000000	2.473319334733193	0.000000000000000	2.568709795687098	0.000000000000000	2.500549945005500	0.000000000000000	3.070292970702930	0.000000000000000	2.656867646568676	0.000000000000000	2.932573409325734	0.000000000000000	2.012198780121988	0.000000000000000	3.277772222777722	0.000000000000000	2.922641069226411	0.000000000000000	2.717061627170616	0.000000000000000	2.674365896743659	0.000000000000000	3.339932673399327	0.000000000000000	2.599740025997400	0.000000000000000	2.307635903076359	0.000000000000000	2.453354664533546	0.000000000000000	2.953937939539379	0.000000000000000	2.549878345498783	0.000000000000000	2.868546478685465	0.000000000000000	2.082291770822918	0.000000000000000	2.508982435089824	0.000000000000000	2.957370929573709	0.000000000000000	2.584541545845415	0.000000000000000	2.212912042129120	0.000000000000000	3.040862580408626	0.000000000000000	1.840715928407159
3.5	40	0.000000000000000	1.875145818751458	0.000000000000000	3.019631370196314	0.000000000000000	2.975769089757691	0.000000000000000	2.544345565443455	0.000000000000000	3.234976502349765	0.000000000000000	2.700963237009633	0.000000000000000	2.502783055027831	0.000000000000000	3.080591940805919	0.000000000000000	2.606572676065727	0.000000000000000	2.181781821817818	0.000000000000000	1.826917308269173	0.000000000000000	4.518914775189148	0.000000000000000	1.978102189781022	0.000000000000000	3.557010965570110	0.000000000000000	2.297703562977035	0.000000000000000	2.677898876778989	0.000000000000000	2.643768956437690	0.000000000000000	2.400659934006599	0.000000000000000	2.324034263240343	0.000000000000000	2.054594540545946	0.000000000000000	1.779055427790554	0.000000000000000	2.208112522081125	0.000000000000000	2.130653601306536	0.000000000000000	2.658534146585342	0.000000000000000	3.057360930573609	0.000000000000000	1.887477918874779	0.000000000000000
3.0	39	3.921974469219745	0.000000000000000	2.580308635803086	0.000000000000000	2.578342165783422	0.000000000000000	2.775855747758557	0.000000000000000	2.515948405159484	0.000000000000000	2.230910242309102	0.000000000000000	3.330800253308003	0.000000000000000	2.452154784521548	0.000000000000000	2.794753857947538	0.000000000000000	2.087257940872580	0.000000000000000	2.749358397493584	0.000000000000000	2.045562110455621	0.000000000000000	2.564476885644769	0.000000000000000	2.167616571676166	0.000000000000000	2.518548145185481	0.000000000000000	2.080491950804920	0.000000000000000	2.785521447855214	0.000000000000000	2.150218311502183	0.000000000000000	2.820517948205179	0.000000000000000	3.162917041629171	0.000000000000000	2.329667033296670	0.000000000000000	2.656501016565010	0.000000000000000	2.036862980368630	0.000000000000000	2.156884311568843	0.000000000000000	2.753324667533247	0.000000000000000	2.462720394627204	0.000000000000000	1.970836249708362
2.5	38	0.000000000000000	3.188981101889811	0.000000000000000	2.650434956504350	0.000000000000000	2.398926773989268	0.000000000000000	2.320467953204679	0.000000000000000	3.179448721794487	0.000000000000000	2.533946605339466	0.000000000000000	2.774822517748225	0.000000000000000	2.779022097790221	0.000000000000000	2.448621804486218	0.000000000000000	2.184314901843149	0.000000000000000	2.184748191847482	0.000000000000000	2.848748458487484	0.000000000000000	2.008765790087658	0.000000000000000	2.802819718028197	0.000000000000000	2.519181415191814	0.000000000000000	2.325800753258008	0.000000000000000	2.999666699996667	0.000000000000000	2.372529413725294	0.000000000000000	3.116854981168550	0.000000000000000	2.414825184148252	0.000000000000000	1.886278038862780	0.000000000000000	1.829417058294171	0.000000000000000	2.988167849881679	0.000000000000000	2.942539079425391	0.000000000000000	2.518981435189815	0.000000000000000	2.852981368529814	0.000000000000000
2.0	37	2.289071092890711	0.000000000000000	3.434523214345232	0.000000000000000	2.932873379328734	0.000000000000000	2.924540879245409	0.000000000000000	2.225110822251108	0.000000000000000	2.569843015698430	0.000000000000000	2.997033629970336	0.000000000000000	2.614205246142053	0.000000000000000	2.784288237842882	0.000000000000000	2.543279005432790	0.000000000000000	2.141552511415525	0.000000000000000	2.813118688131187	0.000000000000000	2.931206879312069	0.000000000000000	2.753924607539246	0.000000000000000	2.677665566776656	0.000000000000000	2.845615438456154	0.000000000000000	3.099490050994901	0.000000000000000	2.013798620137986	0.000000000000000	2.999733359997334	0.000000000000000	2.612372096123721	0.000000000000000	2.575975735759757	0.000000000000000	2.697730226977302	0.000000000000000	3.601539846015398	0.000000000000000	2.346098723460987	0.000000000000000	2.836716328367163	0.000000000000000	2.687764556877645	0.000000000000000	2.644935506449355
1.5	36	0.000000000000000	2.505116155051161	0.000000000000000	2.224177582241776	0.000000000000000	2.953437989534380	0.000000000000000	2.487717894877179	0.000000000000000	2.155317801553178	0.000000000000000	2.014231910142319	0.000000000000000	2.476652334766523	0.000000000000000	2.554711195547112	0.000000000000000	2.213578642135786	0.000000000000000	2.533413325334133	0.000000000000000	2.344765523447655	0.000000000000000	3.003732960037329	0.000000000000000	2.816251708162517	0.000000000000000	2.226477352264773	0.000000000000000	2.018564810185648	0.000000000000000	2.672666066726661	0.000000000000000	2.492584074925841	0.000000000000000	2.138252841382529	0.000000000000000	2.211378862113789	0.000000000000000	1.642002466420025	0.000000000000000	2.457054294570543	0.000000000000000	2.997700229977002	0.000000000000000	2.524314235243142	0.000000000000000	2.713628637136286	0.000000000000000	2.207779222077792	0.000000000000000	2.287971202879712	0.000000000000000
1.0	35	2.100989901009899	0.000000000000000	3.601273206012732	0.000000000000000	2.716828317168283	0.000000000000000	2.715695097156951	0.000000000000000	2.697463586974636	0.000000000000000	2.690530946905310	0.000000000000000	2.469453054694530	0.000000000000000	2.225044162250442	0.000000000000000	2.605472786054728	0.000000000000000	2.553411325534113	0.000000000000000	2.305736093057361	0.000000000000000	2.730826917308269	0.000000000000000	2.680298636802986	0.000000000000000	2.607572576075726	0.000000000000000	2.355931073559311	0.000000000000000	3.284138252841382	0.000000000000000	2.366929973669300	0.000000000000000	2.819718028197180	0.000000000000000	2.869579708695797	0.000000000000000	2.482651734826517	0.000000000000000	3.477252274772523	0.000000000000000	3.379328733793287	0.000000000000000	2.790254307902543	0.000000000000000	2.558644135586441	0.000000000000000	2.921841149218412	0.000000000000000	2.535279805352798	0.000000000000000	3.207145952071460
