11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.583061129258049	0.000000000000000	2.664989000733284	0.000000000000000	2.584794347043530	0.000000000000000	2.559496033597760	0.000000000000000	2.597126858209453	0.000000000000000	2.687654156389574	0.000000000000000	2.646723551763216	0.000000000000000	2.346310245983601	0.000000000000000	2.342343843743750	0.000000000000000	2.898773415105659	0.000000000000000	1.977068195453636	0.000000000000000	1.663322445170322	0.000000000000000	2.595760282647824	0.000000000000000	2.399506699553363	0.000000000000000	3.218852076528231	0.000000000000000	2.847610159322712	0.000000000000000	2.453969735350976	0.000000000000000	2.424971668555429	0.000000000000000	2.641957202853143	0.000000000000000	2.704586360909273	0.000000000000000	2.169822011865876	0.000000000000000	2.869242050529965	0.000000000000000	2.927404839677355	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	2.118758749416706	0.000000000000000	2.363442437170855	0.000000000000000	2.786447570161989	0.000000000000000	2.272515165655623	0.000000000000000	1.965102326511566	0.000000000000000	2.409339377374842	0.000000000000000	2.573061795880275	0.000000000000000	3.495166988867409	0.000000000000000	2.676154923005133	0.000000000000000	2.177688154123059	0.000000000000000	3.587260849276715	0.000000000000000	2.203919738684088	0.000000000000000	3.120158656089594	0.000000000000000	1.587994133724418	0.000000000000000	2.840343977068196	0.000000000000000	3.177888140790614	0.000000000000000	2.604226384907673	0.000000000000000	2.702286514232385	0.000000000000000	1.878441437237518	0.000000000000000	2.146056929538031	0.000000000000000	1.737917472168522	0.000000000000000	2.515198986734218	0.000000000000000	2.258149456702887	0.000000000000000	2.472635157656156	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	1.755449636690887	0.000000000000000	3.414905672955136	0.000000000000000	2.715185654289714	0.000000000000000	2.184554363042464	0.000000000000000	2.601459902673155	0.000000000000000	3.290913939070728	0.000000000000000	2.427071528564762	0.000000000000000	2.984534364375708	0.000000000000000	2.644057062862476	0.000000000000000	2.225351643223785	0.000000000000000	3.690553963069129	0.000000000000000	2.858076128258116	0.000000000000000	2.740350643290447	0.000000000000000	2.671955202986468	0.000000000000000	3.467735484301047	0.000000000000000	2.361875874941671	0.000000000000000	2.387540830611293	0.000000000000000	2.625758282781148	0.000000000000000	2.559196053596427	0.000000000000000	2.296580227984801	0.000000000000000	2.447236850876608	0.000000000000000	3.069195386974202	0.000000000000000	2.053529764682354	0.000000000000000	2.488600759949337	0.000000000000000	2.145456969535364	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	2.356309579361376	0.000000000000000	2.314345710285981	0.000000000000000	2.722385174321712	0.000000000000000	2.755349643357110	0.000000000000000	2.214785680954603	0.000000000000000	3.047196853543097	0.000000000000000	3.535630957936138	0.000000000000000	2.805379641357243	0.000000000000000	2.739917338844077	0.000000000000000	2.501433237784148	0.000000000000000	2.930471301913206	0.000000000000000	2.651023265115659	0.000000000000000	3.118825411639224	0.000000000000000	3.067028864742351	0.000000000000000	1.879341377241517	0.000000000000000	2.313679088060796	0.000000000000000	2.367708819412039	0.000000000000000	2.200486634224385	0.000000000000000	2.524098393440438	0.000000000000000	1.997133524431705	0.000000000000000	1.622625158322778	0.000000000000000	2.502066528898073	0.000000000000000	1.999066728884741	0.000000000000000	1.669155389640691	0.000000000000000	2.528831411239251	0.000000000000000	2.296213585760949	0.000000000000000
9.0	51	2.786347576828212	0.000000000000000	2.723251783214452	0.000000000000000	2.261882541163923	0.000000000000000	2.668922071861876	0.000000000000000	2.789147390173988	0.000000000000000	1.702853143123792	0.000000000000000	2.042563829078062	0.000000000000000	2.708652756482901	0.000000000000000	2.307012865808946	0.000000000000000	2.706352909806013	0.000000000000000	3.458702753149790	0.000000000000000	3.145090327311513	0.000000000000000	2.563229118058796	0.000000000000000	2.360209319378708	0.000000000000000	2.662055862942470	0.000000000000000	2.184387707486168	0.000000000000000	1.567362175854943	0.000000000000000	2.269282047863476	0.000000000000000	2.204919672021865	0.000000000000000	1.723851743217119	0.000000000000000	1.661189254049730	0.000000000000000	2.998266782214519	0.000000000000000	2.259482701153257	0.000000000000000	1.808312779148057	0.000000000000000	2.694987000866609	0.000000000000000	2.050196653556430	0.000000000000000	2.250649956669555
8.5	50	0.000000000000000	2.226884874341711	0.000000000000000	2.335810945936938	0.000000000000000	2.768115458969402	0.000000000000000	3.055296313579095	0.000000000000000	2.790780614625691	0.000000000000000	3.197920138657423	0.000000000000000	2.229318045463636	0.000000000000000	2.112559162722485	0.000000000000000	2.969835344310379	0.000000000000000	2.294713685754283	0.000000000000000	2.702919805346310	0.000000000000000	2.032897806812879	0.000000000000000	3.406106259582694	0.000000000000000	2.554929671355243	0.000000000000000	3.888540763949070	0.000000000000000	2.342877141523898	0.000000000000000	2.816545563629091	0.000000000000000	3.428204786347577	0.000000000000000	2.657322845143657	0.000000000000000	2.218718752083194	0.000000000000000	1.939670688620759	0.000000000000000	2.612692487167522	0.000000000000000	1.982501166588894	0.000000000000000	2.227051529898007	0.000000000000000	2.352743150456636	0.000000000000000	2.734851009932671	0.000000000000000
8.0	49	2.575694953669756	0.000000000000000	2.284114392373842	0.000000000000000	2.491967202186521	0.000000000000000	1.890807279514699	0.000000000000000	2.255382974468369	0.000000000000000	2.241417238850743	0.000000000000000	3.211019265382308	0.000000000000000	3.554629691353910	0.000000000000000	1.724318378774748	0.000000000000000	2.142823811745884	0.000000000000000	3.290580627958136	0.000000000000000	2.666222251849877	0.000000000000000	2.826778214785681	0.000000000000000	3.992233851076595	0.000000000000000	2.383841077261516	0.000000000000000	2.832411172588494	0.000000000000000	1.899440037330845	0.000000000000000	2.264982334511032	0.000000000000000	2.263149123391774	0.000000000000000	2.443337110859276	0.000000000000000	2.615058996066929	0.000000000000000	3.253849743350443	0.000000000000000	2.562429171388574	0.000000000000000	2.925738284114392	0.000000000000000	2.901173255116325	0.000000000000000	2.633991067262182	0.000000000000000	2.727518165455636
7.5	48	0.000000000000000	2.489400706619559	0.000000000000000	1.963269115392307	0.000000000000000	2.524398373441771	0.000000000000000	2.701653223118459	0.000000000000000	2.060062662489167	0.000000000000000	2.997066862209186	0.000000000000000	2.057529498033464	0.000000000000000	2.385274315045664	0.000000000000000	3.857476168255450	0.000000000000000	2.540763949070062	0.000000000000000	2.324211719218719	0.000000000000000	2.824678354776348	0.000000000000000	2.865008999400040	0.000000000000000	2.245083661089261	0.000000000000000	2.866875541630558	0.000000000000000	2.708986067595494	0.000000000000000	2.851676554896340	0.000000000000000	2.875708286114259	0.000000000000000	2.359942670488634	0.000000000000000	2.948870075328311	0.000000000000000	2.135390973935071	0.000000000000000	1.436004266382241	0.000000000000000	2.433337777481501	0.000000000000000	2.468202119858676	0.000000000000000	2.503999733351110	0.000000000000000	2.198986734217719	0.000000000000000
7.0	47	2.381274581694554	0.000000000000000	3.335977601493234	0.000000000000000	1.677188187454170	0.000000000000000	2.715485634291047	0.000000000000000	2.110659289380708	0.000000000000000	2.237550829944670	0.000000000000000	1.954336377574828	0.000000000000000	2.247550163322445	0.000000000000000	3.180521298580095	0.000000000000000	2.704886340910606	0.000000000000000	2.467868808746084	0.000000000000000	3.468702086527565	0.000000000000000	2.848943403773082	0.000000000000000	3.562062529164722	0.000000000000000	2.841877208186121	0.000000000000000	1.940803946403573	0.000000000000000	2.881774548363442	0.000000000000000	3.459669355376308	0.000000000000000	3.312679154723019	0.000000000000000	2.783914405706286	0.000000000000000	3.192687154189721	0.000000000000000	2.269482034531031	0.000000000000000	2.846910205986267	0.000000000000000	2.442103859742684	0.000000000000000	2.907706152923138	0.000000000000000	2.544197053529765	0.000000000000000	2.284181054596360
6.5	46	0.000000000000000	3.048796746883541	0.000000000000000	3.565962269182055	0.000000000000000	2.208186120925272	0.000000000000000	2.218852076528231	0.000000000000000	2.497500166655556	0.000000000000000	2.854709686020932	0.000000000000000	2.674488367442171	0.000000000000000	1.680221318578761	0.000000000000000	2.605192987134191	0.000000000000000	2.178288114125725	0.000000000000000	2.660255982934471	0.000000000000000	2.546363575761616	0.000000000000000	2.108226118258783	0.000000000000000	2.098593427104860	0.000000000000000	2.879108059462702	0.000000000000000	2.794747016865542	0.000000000000000	2.040363975734951	0.000000000000000	3.015498966735551	0.000000000000000	2.219352043197120	0.000000000000000	1.977134857676155	0.000000000000000	2.818345443637091	0.000000000000000	2.003199786680888	0.000000000000000	2.336744217052197	0.000000000000000	2.847743483767749	0.000000000000000	2.138490767282181	0.000000000000000	2.464169055396307	0.000000000000000
6.0	45	3.714485700953270	0.000000000000000	3.005199653356443	0.000000000000000	2.380041330577961	0.000000000000000	3.313412439170722	0.000000000000000	3.581127924805013	0.000000000000000	2.898873408439437	0.000000000000000	2.503699753349777	0.000000000000000	3.192153856409573	0.000000000000000	2.665722285180988	0.000000000000000	2.935104326378241	0.000000000000000	2.704519698686754	0.000000000000000	2.105492967135524	0.000000000000000	2.769582027864809	0.000000000000000	2.147623491767216	0.000000000000000	2.200319978668089	0.000000000000000	2.810479301379908	0.000000000000000	2.465902273181788	0.000000000000000	2.187654156389574	0.000000000000000	2.064962335844277	0.000000000000000	2.519432037864143	0.000000000000000	2.669288714085728	0.000000000000000	1.584494367042197	0.000000000000000	2.554996333577761	0.000000000000000	2.907339510699287	0.000000000000000	2.369442037197520	0.000000000000000	3.899706686220918	0.000000000000000	2.568795413639091
5.5	44	0.000000000000000	1.811445903606426	0.000000000000000	2.019165388974069	0.000000000000000	2.415472301846544	0.000000000000000	2.601026598226785	0.000000000000000	3.178254783014466	0.000000000000000	2.414139057396174	0.000000000000000	1.673255116325578	0.000000000000000	3.100359976001600	0.000000000000000	3.584094393707086	0.000000000000000	2.458602759816012	0.000000000000000	3.221685220985268	0.000000000000000	3.030064662355843	0.000000000000000	1.867942137190854	0.000000000000000	2.511265915605626	0.000000000000000	1.815912272515166	0.000000000000000	3.514165722285181	0.000000000000000	2.158589427371508	0.000000000000000	2.688920738617425	0.000000000000000	2.467768815412306	0.000000000000000	1.847476834877675	0.000000000000000	2.595560295980268	0.000000000000000	1.984867675488301	0.000000000000000	2.891107259516032	0.000000000000000	3.037164189054063	0.000000000000000	2.239117392173855	0.000000000000000	3.550129991333911	0.000000000000000
5.0	43	3.881107926138257	0.000000000000000	2.666355576294914	0.000000000000000	2.119692020531965	0.000000000000000	2.319612025864942	0.000000000000000	2.320011999200053	0.000000000000000	2.399840010665955	0.000000000000000	2.296913539097393	0.000000000000000	2.184487700819945	0.000000000000000	2.167788814079061	0.000000000000000	2.926171588560762	0.000000000000000	2.021198586760883	0.000000000000000	3.718418772081861	0.000000000000000	2.643923738417439	0.000000000000000	2.737150856609559	0.000000000000000	2.082894473701753	0.000000000000000	3.734351043263783	0.000000000000000	2.356242917138857	0.000000000000000	2.572895140323979	0.000000000000000	2.367642157189521	0.000000000000000	2.333477768148790	0.000000000000000	2.053796413572428	0.000000000000000	2.225084994333711	0.000000000000000	1.671488567428838	0.000000000000000	2.383241117258849	0.000000000000000	2.495066995533631	0.000000000000000	3.399840010665955	0.000000000000000	2.895573628424772
4.5	42	0.000000000000000	2.490933937737484	0.000000000000000	3.385974268382108	0.000000000000000	3.293347110192654	0.000000000000000	2.170788614092394	0.000000000000000	2.454936337577495	0.000000000000000	2.788880741283914	0.000000000000000	2.421738550763282	0.000000000000000	2.441203919738684	0.000000000000000	2.666822211852543	0.000000000000000	1.826611559229385	0.000000000000000	2.531964535697620	0.000000000000000	2.992467168855410	0.000000000000000	2.550163322445171	0.000000000000000	2.472435170988601	0.000000000000000	2.109459369375375	0.000000000000000	2.026931537897473	0.000000000000000	3.739550696620225	0.000000000000000	3.478968068795413	0.000000000000000	3.005032997800147	0.000000000000000	2.939437370841944	0.000000000000000	2.172388507432838	0.000000000000000	2.499566695553630	0.000000000000000	3.045596960202653	0.000000000000000	2.668822078528098	0.000000000000000	2.647923471768549	0.000000000000000	3.060129324711686	0.000000000000000
4.0	41	2.507566162255850	0.000000000000000	1.950703286447570	0.000000000000000	2.490800613292447	0.000000000000000	2.580727951469902	0.000000000000000	2.507132857809479	0.000000000000000	3.078428104793014	0.000000000000000	2.678188120791947	0.000000000000000	2.941103926404906	0.000000000000000	2.022231851209920	0.000000000000000	3.292613825744950	0.000000000000000	2.930104659689354	0.000000000000000	2.721218585427638	0.000000000000000	2.691753883074462	0.000000000000000	3.352609826011599	0.000000000000000	2.606759549363376	0.000000000000000	2.316045596960203	0.000000000000000	2.462002533164456	0.000000000000000	2.964935670955270	0.000000000000000	2.555929604693020	0.000000000000000	2.872208519432038	0.000000000000000	2.089460702619825	0.000000000000000	2.515232317845477	0.000000000000000	2.959536030931271	0.000000000000000	2.589627358176122	0.000000000000000	2.209119392040531	0.000000000000000	3.046696886874209	0.000000000000000	1.848543430437971
3.5	40	0.000000000000000	1.895273648423438	0.000000000000000	3.036830877941471	0.000000000000000	2.992900473301780	0.000000000000000	2.561829211385908	0.000000000000000	3.247116858876075	0.000000000000000	2.717518832077861	0.000000000000000	2.524265048996734	0.000000000000000	3.098760082661156	0.000000000000000	2.620225318312113	0.000000000000000	2.190553963069129	0.000000000000000	1.837910805946270	0.000000000000000	4.521998533431105	0.000000000000000	1.986667555496300	0.000000000000000	3.570695286980868	0.000000000000000	2.310779281381241	0.000000000000000	2.690787280847943	0.000000000000000	2.653956402906473	0.000000000000000	2.408206119592027	0.000000000000000	2.327611492567162	0.000000000000000	2.060262649156723	0.000000000000000	1.781047930137991	0.000000000000000	2.209886007599493	0.000000000000000	2.136857542830478	0.000000000000000	2.663822411839211	0.000000000000000	3.061295913605760	0.000000000000000	1.894240383974402	0.000000000000000
3.0	39	3.926171588560762	0.000000000000000	2.598460102659823	0.000000000000000	2.585394307046197	0.000000000000000	2.790480634624358	0.000000000000000	2.524365042330512	0.000000000000000	2.243917072195187	0.000000000000000	3.347976801546563	0.000000000000000	2.461202586494234	0.000000000000000	2.802013199120059	0.000000000000000	2.094193720418639	0.000000000000000	2.754283047796814	0.000000000000000	2.063762415838944	0.000000000000000	2.582194520365309	0.000000000000000	2.193653756416239	0.000000000000000	2.522731817878808	0.000000000000000	2.088160789280715	0.000000000000000	2.794247050196653	0.000000000000000	2.158622758482768	0.000000000000000	2.828444770348643	0.000000000000000	3.162922471835211	0.000000000000000	2.333077794813679	0.000000000000000	2.657756149590027	0.000000000000000	2.038330777948137	0.000000000000000	2.160455969602026	0.000000000000000	2.759182721151923	0.000000000000000	2.467102193187121	0.000000000000000	1.976634891007266
2.5	38	0.000000000000000	3.204453036464236	0.000000000000000	2.672321845210319	0.000000000000000	2.418938737417506	0.000000000000000	2.347076861542564	0.000000000000000	3.191187254183054	0.000000000000000	2.551729884674355	0.000000000000000	2.794380374641690	0.000000000000000	2.798280114659023	0.000000000000000	2.465968935404306	0.000000000000000	2.191453903073128	0.000000000000000	2.191887207519499	0.000000000000000	2.865942270515299	0.000000000000000	2.025631624558363	0.000000000000000	2.810179321378575	0.000000000000000	2.527698153456436	0.000000000000000	2.333744417038864	0.000000000000000	3.011699220051997	0.000000000000000	2.378674755016332	0.000000000000000	3.120425304979668	0.000000000000000	2.416305579628025	0.000000000000000	1.892673821745217	0.000000000000000	1.836777548163456	0.000000000000000	2.984101059929338	0.000000000000000	2.945736950869942	0.000000000000000	2.524065062329178	0.000000000000000	2.855009666022265	0.000000000000000
2.0	37	2.307412839144057	0.000000000000000	3.440237317512166	0.000000000000000	2.944337044197054	0.000000000000000	2.938904073061796	0.000000000000000	2.235750949936671	0.000000000000000	2.574695020331978	0.000000000000000	3.010999266715552	0.000000000000000	2.625024998333445	0.000000000000000	2.791480567962136	0.000000000000000	2.552796480234651	0.000000000000000	2.144423705086328	0.000000000000000	2.828678088127458	0.000000000000000	2.944870341977202	0.000000000000000	2.767682154523032	0.000000000000000	2.687954136390907	0.000000000000000	2.850476634891007	0.000000000000000	3.104026398240118	0.000000000000000	2.021565228984735	0.000000000000000	3.008232784481035	0.000000000000000	2.614192387174188	0.000000000000000	2.577528164789014	0.000000000000000	2.705252983134458	0.000000000000000	3.600259982667822	0.000000000000000	2.349310045996933	0.000000000000000	2.834477701486568	0.000000000000000	2.690953936404240	0.000000000000000	2.651656556229585
1.5	36	0.000000000000000	2.526798213452436	0.000000000000000	2.246083594427038	0.000000000000000	2.970135324311713	0.000000000000000	2.510999266715552	0.000000000000000	2.170921938537431	0.000000000000000	2.030731284581028	0.000000000000000	2.500399973335111	0.000000000000000	2.568695420305313	0.000000000000000	2.228784747683488	0.000000000000000	2.540597293513766	0.000000000000000	2.355542963802413	0.000000000000000	3.015198986734218	0.000000000000000	2.825278314779015	0.000000000000000	2.236484234384374	0.000000000000000	2.026398240117325	0.000000000000000	2.683287780814612	0.000000000000000	2.504033064462369	0.000000000000000	2.145656956202920	0.000000000000000	2.217418838744084	0.000000000000000	1.649056729551363	0.000000000000000	2.459536030931271	0.000000000000000	3.000366642223852	0.000000000000000	2.526931537897473	0.000000000000000	2.714452369842010	0.000000000000000	2.216152256516232	0.000000000000000	2.292280514632358	0.000000000000000
1.0	35	2.114725684954336	0.000000000000000	3.612925804946337	0.000000000000000	2.729551363242451	0.000000000000000	2.734417705486301	0.000000000000000	2.705719618692087	0.000000000000000	2.707186187587494	0.000000000000000	2.487400839944004	0.000000000000000	2.233917738817412	0.000000000000000	2.614159056062929	0.000000000000000	2.560762615825612	0.000000000000000	2.313345776948204	0.000000000000000	2.747716818878741	0.000000000000000	2.690920605292980	0.000000000000000	2.623325111659223	0.000000000000000	2.359276048263449	0.000000000000000	3.287114192387174	0.000000000000000	2.377641490567295	0.000000000000000	2.824045063662422	0.000000000000000	2.874908339444037	0.000000000000000	2.484701019932004	0.000000000000000	3.475734951003266	0.000000000000000	3.380241317245517	0.000000000000000	2.794347043530431	0.000000000000000	2.561695886940871	0.000000000000000	2.921305246316912	0.000000000000000	2.539630691287248	0.000000000000000	3.212085860942604
