11.0	55	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000	1.574675865746759	0.000000000000000	2.661967136619671	0.000000000000000	2.581508515815085	0.000000000000000	2.546612005466120	0.000000000000000	2.587374595873746	0.000000000000000	2.682965036829650	0.000000000000000	2.637836216378362	0.000000000000000	2.342465753424658	0.000000000000000	2.337899543378995	0.000000000000000	2.897010298970103	0.000000000000000	1.962670399626704	0.000000000000000	1.651334866513349	0.000000000000000	2.595440455954404	0.000000000000000	2.396393693963937	0.000000000000000	3.210812252108123	0.000000000000000	2.843615638436156	0.000000000000000	2.448088524480885	0.000000000000000	2.417424924174249	0.000000000000000	2.636836316368363	0.000000000000000	2.702463087024631	0.000000000000000	2.165516781655168	0.000000000000000	2.856547678565477	0.000000000000000	2.929007099290071	0.000000000000000	0.000000000000000	0.000000000000000	0.000000000000000
10.5	54	0.000000000000000	0.000000000000000	0.000000000000000	2.108955771089558	0.000000000000000	2.359930673599307	0.000000000000000	2.780655267806553	0.000000000000000	2.256141052561411	0.000000000000000	1.955171149551711	0.000000000000000	2.398626803986268	0.000000000000000	2.564276905642769	0.000000000000000	3.485618104856181	0.000000000000000	2.669199746691997	0.000000000000000	2.171649501716495	0.000000000000000	3.580808585808086	0.000000000000000	2.197013631970136	0.000000000000000	3.116288371162884	0.000000000000000	1.590940905909409	0.000000000000000	2.840315968403160	0.000000000000000	3.171949471719495	0.000000000000000	2.600339966003399	0.000000000000000	2.699796686997967	0.000000000000000	1.873845948738460	0.000000000000000	2.139852681398527	0.000000000000000	1.731860147318601	0.000000000000000	2.512082125120821	0.000000000000000	2.256041062560411	0.000000000000000	2.468619804686198	0.000000000000000	0.000000000000000	0.000000000000000
10.0	53	0.000000000000000	0.000000000000000	1.746358697463587	0.000000000000000	3.410325634103256	0.000000000000000	2.711962137119621	0.000000000000000	2.174249241742492	0.000000000000000	2.599106755991067	0.000000000000000	3.278172182781722	0.000000000000000	2.419624704196247	0.000000000000000	2.984568209845682	0.000000000000000	2.639036096390361	0.000000000000000	2.221011232210112	0.000000000000000	3.692564076925641	0.000000000000000	2.854647868546479	0.000000000000000	2.727693897276939	0.000000000000000	2.663566976635670	0.000000000000000	3.465386794653868	0.000000000000000	2.356830983568310	0.000000000000000	2.379895343798954	0.000000000000000	2.621771156217712	0.000000000000000	2.554677865546779	0.000000000000000	2.290637602906376	0.000000000000000	2.436256374362564	0.000000000000000	3.068559810685598	0.000000000000000	2.051661500516615	0.000000000000000	2.487717894877179	0.000000000000000	2.143552311435523	0.000000000000000	0.000000000000000
9.5	52	0.000000000000000	2.348631803486318	0.000000000000000	2.305202813052028	0.000000000000000	2.714161917141619	0.000000000000000	2.748091857480919	0.000000000000000	2.205879412058794	0.000000000000000	3.039529380395294	0.000000000000000	3.531646835316468	0.000000000000000	2.796020397960204	0.000000000000000	2.731426857314268	0.000000000000000	2.489151084891511	0.000000000000000	2.926507349265073	0.000000000000000	2.648201846482019	0.000000000000000	3.105589441055895	0.000000000000000	3.052194780521948	0.000000000000000	1.866979968669800	0.000000000000000	2.306236043062361	0.000000000000000	2.367429923674299	0.000000000000000	2.194780521947805	0.000000000000000	2.522547745225478	0.000000000000000	1.994067259940673	0.000000000000000	1.617204946172049	0.000000000000000	2.502049795020498	0.000000000000000	1.995367129953671	0.000000000000000	1.658667466586675	0.000000000000000	2.523847615238476	0.000000000000000	2.294303902943039	0.000000000000000
9.0	51	2.781721827817218	0.000000000000000	2.718461487184615	0.000000000000000	2.252174782521748	0.000000000000000	2.658400826584008	0.000000000000000	2.785221477852215	0.000000000000000	1.693430656934306	0.000000000000000	2.029063760290637	0.000000000000000	2.702396427023964	0.000000000000000	2.303369663033697	0.000000000000000	2.701029897010299	0.000000000000000	3.454287904542879	0.000000000000000	3.137719561377196	0.000000000000000	2.554844515548445	0.000000000000000	2.352098123520981	0.000000000000000	2.657300936573010	0.000000000000000	2.176582341765823	0.000000000000000	1.560577275605773	0.000000000000000	2.260173982601740	0.000000000000000	2.197913541979136	0.000000000000000	1.710928907109289	0.000000000000000	1.656867646568676	0.000000000000000	2.994300569943006	0.000000000000000	2.256041062560411	0.000000000000000	1.805752758057528	0.000000000000000	2.688464486884645	0.000000000000000	2.044328900443289	0.000000000000000	2.248808452488085
8.5	50	0.000000000000000	2.222911042229110	0.000000000000000	2.324367563243676	0.000000000000000	2.759990667599907	0.000000000000000	3.046995300469953	0.000000000000000	2.783321667833217	0.000000000000000	3.186714661867147	0.000000000000000	2.221611172216112	0.000000000000000	2.107222611072226	0.000000000000000	2.957204279572043	0.000000000000000	2.286471352864714	0.000000000000000	2.692864046928641	0.000000000000000	2.024764190247642	0.000000000000000	3.400893244008933	0.000000000000000	2.547011965470120	0.000000000000000	3.879078758790788	0.000000000000000	2.337132953371329	0.000000000000000	2.810785588107856	0.000000000000000	3.423757624237576	0.000000000000000	2.654967836549678	0.000000000000000	2.213978602139786	0.000000000000000	1.936806319368063	0.000000000000000	2.609005766090058	0.000000000000000	1.979335399793354	0.000000000000000	2.226510682265107	0.000000000000000	2.349831683498317	0.000000000000000	2.733126687331267	0.000000000000000
8.0	49	2.571509515715095	0.000000000000000	2.279205412792054	0.000000000000000	2.492450754924508	0.000000000000000	1.881578508815785	0.000000000000000	2.243742292437423	0.000000000000000	2.233876612338766	0.000000000000000	3.201813152018131	0.000000000000000	3.546445355464454	0.000000000000000	1.717261607172616	0.000000000000000	2.138586141385861	0.000000000000000	3.288171182881712	0.000000000000000	2.666133386661334	0.000000000000000	2.820317968203180	0.000000000000000	3.978035529780355	0.000000000000000	2.377528913775289	0.000000000000000	2.828683798286838	0.000000000000000	1.893943938939439	0.000000000000000	2.258740792587408	0.000000000000000	2.257907542579075	0.000000000000000	2.439522714395227	0.000000000000000	2.612272106122721	0.000000000000000	3.252508082525081	0.000000000000000	2.557510915575109	0.000000000000000	2.923440989234410	0.000000000000000	2.900209979002100	0.000000000000000	2.624537546245375	0.000000000000000	2.724460887244609
7.5	48	0.000000000000000	2.479452054794521	0.000000000000000	1.952304769523048	0.000000000000000	2.516181715161817	0.000000000000000	2.696097056960971	0.000000000000000	2.052728060527281	0.000000000000000	2.987534579875346	0.000000000000000	2.047361930473619	0.000000000000000	2.376162383761624	0.000000000000000	3.845015498450155	0.000000000000000	2.549611705496117	0.000000000000000	2.326567343265673	0.000000000000000	2.817318268173183	0.000000000000000	2.859814018598140	0.000000000000000	2.236276372362764	0.000000000000000	2.855914408559144	0.000000000000000	2.699696696996967	0.000000000000000	2.847281938472819	0.000000000000000	2.873879278738793	0.000000000000000	2.360230643602307	0.000000000000000	2.949105089491051	0.000000000000000	2.132853381328534	0.000000000000000	1.429257074292571	0.000000000000000	2.430623604306236	0.000000000000000	2.468119854681198	0.000000000000000	2.499316734993168	0.000000000000000	2.197246941972470	0.000000000000000
7.0	47	2.374095923740959	0.000000000000000	3.325234143252342	0.000000000000000	1.671832816718328	0.000000000000000	2.710928907109289	0.000000000000000	2.107789221077892	0.000000000000000	2.233709962337100	0.000000000000000	1.940472619404726	0.000000000000000	2.245808752458088	0.000000000000000	3.176649001766490	0.000000000000000	2.703796287037963	0.000000000000000	2.460953904609539	0.000000000000000	3.461920474619205	0.000000000000000	2.841982468419824	0.000000000000000	3.555544445555444	0.000000000000000	2.840449288404493	0.000000000000000	1.935639769356398	0.000000000000000	2.876612338766123	0.000000000000000	3.457320934573209	0.000000000000000	3.307735893077359	0.000000000000000	2.783354997833550	0.000000000000000	3.191380861913808	0.000000000000000	2.266173382661734	0.000000000000000	2.844548878445489	0.000000000000000	2.440022664400227	0.000000000000000	2.903309669033097	0.000000000000000	2.545845415458454	0.000000000000000	2.284571542845716
6.5	46	0.000000000000000	3.037129620371296	0.000000000000000	3.559044095590441	0.000000000000000	2.198946771989468	0.000000000000000	2.201913142019131	0.000000000000000	2.494483884944839	0.000000000000000	2.845382128453821	0.000000000000000	2.666200046662000	0.000000000000000	1.668733126687331	0.000000000000000	2.592507415925074	0.000000000000000	2.173349331733494	0.000000000000000	2.652601406526014	0.000000000000000	2.537246275372463	0.000000000000000	2.100556611005566	0.000000000000000	2.089657700896577	0.000000000000000	2.866413358664134	0.000000000000000	2.785088157850882	0.000000000000000	2.031030230310302	0.000000000000000	3.009999000099990	0.000000000000000	2.215811752158118	0.000000000000000	1.966003399660034	0.000000000000000	2.812185448121855	0.000000000000000	2.000133320001333	0.000000000000000	2.332766723327667	0.000000000000000	2.849115088491151	0.000000000000000	2.134119921341199	0.000000000000000	2.465520114655201	0.000000000000000
6.0	45	3.709529047095291	0.000000000000000	2.998233509982335	0.000000000000000	2.375429123754291	0.000000000000000	3.304469553044695	0.000000000000000	3.569843015698430	0.000000000000000	2.894210578942106	0.000000000000000	2.489284404892844	0.000000000000000	3.188081191880812	0.000000000000000	2.658934106589341	0.000000000000000	2.927107289271073	0.000000000000000	2.702896377028964	0.000000000000000	2.096990300969903	0.000000000000000	2.757090957570909	0.000000000000000	2.142219111422191	0.000000000000000	2.195380461953805	0.000000000000000	2.804152918041529	0.000000000000000	2.459020764590208	0.000000000000000	2.185948071859481	0.000000000000000	2.060193980601940	0.000000000000000	2.515315135153152	0.000000000000000	2.662500416625004	0.000000000000000	1.574475885744759	0.000000000000000	2.555311135553112	0.000000000000000	2.905876079058761	0.000000000000000	2.368196513681965	0.000000000000000	3.904676199046762	0.000000000000000	2.562277105622771
5.5	44	0.000000000000000	1.797386927973869	0.000000000000000	2.011565510115655	0.000000000000000	2.408859114088591	0.000000000000000	2.590674265906743	0.000000000000000	3.166350031663500	0.000000000000000	2.402393094023931	0.000000000000000	1.656800986568010	0.000000000000000	3.092290770922907	0.000000000000000	3.569743025697430	0.000000000000000	2.450954904509549	0.000000000000000	3.209412392094124	0.000000000000000	3.020097990200980	0.000000000000000	1.856614338566143	0.000000000000000	2.498283504982835	0.000000000000000	1.802386428023864	0.000000000000000	3.500249975002500	0.000000000000000	2.158017531580176	0.000000000000000	2.690464286904643	0.000000000000000	2.465420124654201	0.000000000000000	1.843382328433823	0.000000000000000	2.590407625904076	0.000000000000000	1.982335099823351	0.000000000000000	2.889877678898777	0.000000000000000	3.037296270372963	0.000000000000000	2.235343132353431	0.000000000000000	3.549845015498450	0.000000000000000
5.0	43	3.884544878845449	0.000000000000000	2.661300536613005	0.000000000000000	2.116121721161217	0.000000000000000	2.310268973102690	0.000000000000000	2.311568843115688	0.000000000000000	2.394027263940273	0.000000000000000	2.286004732860047	0.000000000000000	2.183414991834150	0.000000000000000	2.160817251608173	0.000000000000000	2.920741259207412	0.000000000000000	2.013032030130320	0.000000000000000	3.718494817184948	0.000000000000000	2.633270006332700	0.000000000000000	2.719628037196280	0.000000000000000	2.081158550811586	0.000000000000000	3.732460087324601	0.000000000000000	2.351464853514649	0.000000000000000	2.571509515715095	0.000000000000000	2.363230343632303	0.000000000000000	2.331866813318668	0.000000000000000	2.052194780521948	0.000000000000000	2.218411492184115	0.000000000000000	1.664300236643002	0.000000000000000	2.374962503749625	0.000000000000000	2.492384094923841	0.000000000000000	3.397560243975602	0.000000000000000	2.898476818984768
4.5	42	0.000000000000000	2.478352164783522	0.000000000000000	3.377962203779622	0.000000000000000	3.285271472852715	0.000000000000000	2.158584141585842	0.000000000000000	2.452654734526547	0.000000000000000	2.777922207779222	0.000000000000000	2.409059094090591	0.000000000000000	2.429257074292571	0.000000000000000	2.658734126587341	0.000000000000000	1.819284738192847	0.000000000000000	2.526847315268473	0.000000000000000	2.986101389861014	0.000000000000000	2.542212445422125	0.000000000000000	2.463820284638203	0.000000000000000	2.103256341032564	0.000000000000000	2.020031330200313	0.000000000000000	3.733493317334933	0.000000000000000	3.473819284738193	0.000000000000000	3.004799520047995	0.000000000000000	2.939172749391727	0.000000000000000	2.166450021664500	0.000000000000000	2.496850314968503	0.000000000000000	3.047061960470620	0.000000000000000	2.665866746658668	0.000000000000000	2.645902076459021	0.000000000000000	3.058627470586275	0.000000000000000
4.0	41	2.501716495017165	0.000000000000000	1.943438989434390	0.000000000000000	2.477118954771190	0.000000000000000	2.574675865746759	0.000000000000000	2.500449955004500	0.000000000000000	3.072759390727594	0.000000000000000	2.666799986668000	0.000000000000000	2.937706229377062	0.000000000000000	2.017564910175649	0.000000000000000	3.281671832816718	0.000000000000000	2.922641069226411	0.000000000000000	2.719228077192281	0.000000000000000	2.684964836849648	0.000000000000000	3.339199413391994	0.000000000000000	2.604272906042729	0.000000000000000	2.312835383128354	0.000000000000000	2.457854214578542	0.000000000000000	2.954771189547712	0.000000000000000	2.551111555511115	0.000000000000000	2.867746558677466	0.000000000000000	2.081058560810586	0.000000000000000	2.509315735093157	0.000000000000000	2.954704529547045	0.000000000000000	2.588241175882412	0.000000000000000	2.212412092124121	0.000000000000000	3.041929140419291	0.000000000000000	1.841015898410159
3.5	40	0.000000000000000	1.881711828817118	0.000000000000000	3.027297270272973	0.000000000000000	2.985201479852015	0.000000000000000	2.554377895543779	0.000000000000000	3.244742192447422	0.000000000000000	2.705296137052962	0.000000000000000	2.509249075092491	0.000000000000000	3.082425090824251	0.000000000000000	2.613571976135720	0.000000000000000	2.180481951804819	0.000000000000000	1.825917408259174	0.000000000000000	4.505549445055494	0.000000000000000	1.983901609839016	0.000000000000000	3.561810485618105	0.000000000000000	2.299936672999367	0.000000000000000	2.681498516814985	0.000000000000000	2.651534846515348	0.000000000000000	2.405926074059261	0.000000000000000	2.318934773189348	0.000000000000000	2.058894110588941	0.000000000000000	1.777155617771556	0.000000000000000	2.200679932006799	0.000000000000000	2.130520281305203	0.000000000000000	2.661533846615339	0.000000000000000	3.057594240575942	0.000000000000000	1.890344298903443	0.000000000000000
3.0	39	3.925274139252741	0.000000000000000	2.590274305902743	0.000000000000000	2.579642035796420	0.000000000000000	2.773622637736227	0.000000000000000	2.517981535179815	0.000000000000000	2.235709762357098	0.000000000000000	3.339899343398994	0.000000000000000	2.454687864546879	0.000000000000000	2.796587007965870	0.000000000000000	2.090690930906909	0.000000000000000	2.747825217478252	0.000000000000000	2.054827850548278	0.000000000000000	2.567609905676099	0.000000000000000	2.176848981768490	0.000000000000000	2.517648235176482	0.000000000000000	2.085991400859914	0.000000000000000	2.788354497883545	0.000000000000000	2.154251241542513	0.000000000000000	2.822317768223177	0.000000000000000	3.160583941605839	0.000000000000000	2.331566843315668	0.000000000000000	2.666033396660334	0.000000000000000	2.038262840382628	0.000000000000000	2.155717761557177	0.000000000000000	2.756524347565243	0.000000000000000	2.463320334633203	0.000000000000000	1.972636069726361
2.5	38	0.000000000000000	3.191880811918808	0.000000000000000	2.659567376595674	0.000000000000000	2.407792554077925	0.000000000000000	2.332066793320668	0.000000000000000	3.172182781721828	0.000000000000000	2.542479085424791	0.000000000000000	2.778422157784222	0.000000000000000	2.782555077825551	0.000000000000000	2.455254474552545	0.000000000000000	2.189481051894810	0.000000000000000	2.181848481818485	0.000000000000000	2.853714628537146	0.000000000000000	2.013431990134320	0.000000000000000	2.809619038096190	0.000000000000000	2.521381195213812	0.000000000000000	2.328467153284671	0.000000000000000	3.007465920074659	0.000000000000000	2.375195813751958	0.000000000000000	3.120287971202880	0.000000000000000	2.409025764090257	0.000000000000000	1.890610938906109	0.000000000000000	1.834016598340166	0.000000000000000	2.992467419924674	0.000000000000000	2.933773289337733	0.000000000000000	2.521414525214145	0.000000000000000	2.853781288537813	0.000000000000000
2.0	37	2.297836882978369	0.000000000000000	3.434023264340233	0.000000000000000	2.937306269373062	0.000000000000000	2.928407159284072	0.000000000000000	2.229277072292771	0.000000000000000	2.568176515681765	0.000000000000000	3.006132720061327	0.000000000000000	2.617538246175382	0.000000000000000	2.791054227910542	0.000000000000000	2.546645335466454	0.000000000000000	2.137719561377196	0.000000000000000	2.815185148151851	0.000000000000000	2.932840049328401	0.000000000000000	2.757624237576243	0.000000000000000	2.682465086824651	0.000000000000000	2.846415358464153	0.000000000000000	3.095857080958571	0.000000000000000	2.016698330166983	0.000000000000000	3.003199680031997	0.000000000000000	2.610972236109722	0.000000000000000	2.572609405726094	0.000000000000000	2.697863546978636	0.000000000000000	3.597606905976069	0.000000000000000	2.343765623437656	0.000000000000000	2.825984068259840	0.000000000000000	2.690297636902976	0.000000000000000	2.648268506482685
1.5	36	0.000000000000000	2.510648935106489	0.000000000000000	2.232210112322101	0.000000000000000	2.960303969603040	0.000000000000000	2.499550044995500	0.000000000000000	2.162283771622838	0.000000000000000	2.021164550211645	0.000000000000000	2.485918074859181	0.000000000000000	2.547645235476452	0.000000000000000	2.223177682231777	0.000000000000000	2.531680165316802	0.000000000000000	2.346798653467987	0.000000000000000	3.004766190047662	0.000000000000000	2.814818518148185	0.000000000000000	2.226010732260107	0.000000000000000	2.018298170182982	0.000000000000000	2.674299236742992	0.000000000000000	2.500516615005166	0.000000000000000	2.138352831383528	0.000000000000000	2.214145252141452	0.000000000000000	1.644268906442689	0.000000000000000	2.456687664566877	0.000000000000000	3.000666600006666	0.000000000000000	2.528347165283471	0.000000000000000	2.713928607139286	0.000000000000000	2.211112222111122	0.000000000000000	2.289337732893377	0.000000000000000
1.0	35	2.106322701063227	0.000000000000000	3.606406026064060	0.000000000000000	2.717594907175949	0.000000000000000	2.724627537246275	0.000000000000000	2.693097356930974	0.000000000000000	2.696163716961637	0.000000000000000	2.474219244742192	0.000000000000000	2.229143752291438	0.000000000000000	2.609339066093391	0.000000000000000	2.567209945672099	0.000000000000000	2.308435823084358	0.000000000000000	2.740325967403260	0.000000000000000	2.682031796820318	0.000000000000000	2.612605406126054	0.000000000000000	2.356730993567310	0.000000000000000	3.282105122821051	0.000000000000000	2.372562743725628	0.000000000000000	2.822551078225511	0.000000000000000	2.872379428723794	0.000000000000000	2.482718394827184	0.000000000000000	3.473619304736193	0.000000000000000	3.381228543812286	0.000000000000000	2.789587707895877	0.000000000000000	2.561610505616105	0.000000000000000	2.918241509182415	0.000000000000000	2.536513015365130	0.000000000000000	3.211378862113789
